,Suburb,Address,Rooms,Type,Price,Method,Distance,Bedroom2,Bathroom,Car,Landsize,BuildingArea,Lattitude,Longtitude,Regionname
8801,Essendon,21 Butler St,3,h,1325000,S,7.5,3,2,2,441,142,-37.74664,144.92285,Western Metropolitan
8802,Essendon,9/44 Fletcher St,1,u,310000,S,7.5,1,1,1,0,142,-37.75515,144.92114,Western Metropolitan
8803,Essendon,1/8 Graves St,3,t,864000,S,7.5,3,1,2,177,3,-37.7401,144.89674,Western Metropolitan
8804,Essendon,10/30 Richardson St,1,u,291000,S,7.5,1,1,1,0,47,-37.75121,144.91326,Western Metropolitan
8805,Essendon West,6 Bourke St,3,h,750000,VB,7.5,3,1,1,236,114,-37.75403,144.8867,Western Metropolitan
8806,Essendon West,36 Emerald St,5,h,2200000,VB,7.5,5,3,2,607,291,-37.75148,144.88519,Western Metropolitan
8807,Fairfield,60 Station St,3,h,1550000,S,5.7,3,2,0,478,112.5,-37.78022,145.01771,Northern Metropolitan
8808,Fawkner,75 Lowson St,3,h,720000,S,13.1,3,1,2,603,115,-37.69863,144.96685,Northern Metropolitan
8809,Fitzroy North,108 Michael St,2,h,1350000,VB,3.6,2,1,1,184,79,-37.78493,144.98879,Northern Metropolitan
8810,Fitzroy North,222 Rae St,3,h,1852000,S,3.6,3,2,1,138,125,-37.78714,144.97966,Northern Metropolitan
8811,Fitzroy North,372 Rae St,2,h,1100000,S,3.6,2,1,0,139,118.5,-37.7836,144.98031,Northern Metropolitan
8812,Footscray,10/30 Pickett St,1,u,170000,PI,5.1,1,1,0,30,26,-37.80141,144.89587,Western Metropolitan
8813,Forest Hill,4 Sapphire St,4,h,1372000,S,15.4,4,1,2,866,139.5,-37.83816,145.17783,Eastern Metropolitan
8814,Forest Hill,13 Will St,3,t,850500,S,15.4,3,2,2,353,139.5,-37.83401,145.17757,Eastern Metropolitan
8815,Frankston,42 Kars St,3,h,640000,S,38,3,2,1,368,140,-38.1523,145.11874,South-Eastern Metropolitan
8816,Frankston North,17 Windoo St,3,h,611000,S,36.9,3,2,1,691,109,-38.11948,145.14928,Eastern Victoria
8817,Frankston South,14 Poinciana St,3,h,755000,S,38,3,1,2,786,174,-38.16492,145.12656,South-Eastern Metropolitan
8818,Gisborne,3 Sansom St,4,h,521000,SP,45.9,4,2,2,978,144,-37.49642,144.60119,Northern Victoria
8819,Gladstone Park,9 Dolphin Ct,3,h,625000,S,12.9,3,1,2,544,134,-37.68541,144.88471,Western Metropolitan
8820,Glen Iris,121 High St,4,h,1910000,S,7.3,4,2,3,737,155,-37.86231,145.07213,Southern Metropolitan
8821,Glen Iris,1/1484 Malvern Rd,2,u,500000,PI,7.3,2,1,1,0,76,-37.85399,145.04699,Southern Metropolitan
8822,Glen Iris,6/35 Scott Gr,2,u,523000,S,7.3,2,1,1,0,155,-37.85546,145.04998,Southern Metropolitan
8823,Glenroy,2/15 Ogden St,3,t,525000,S,11.2,3,1,1,194,133,-37.70168,144.94862,Northern Metropolitan
8824,Glenroy,5 Patrick St,3,h,847000,SP,11.2,3,1,2,650,120.5,-37.71399,144.92264,Northern Metropolitan
8825,Greensborough,44 Manatunga Cct,6,h,990000,S,16.1,6,3,2,562,153,-37.69749,145.1058,Northern Metropolitan
8826,Greensborough,2/12 William St,2,u,695000,S,16.1,2,2,1,208,107,-37.70267,145.09526,Northern Metropolitan
8827,Hadfield,2a Geum St,2,u,500000,S,11.2,2,1,2,304,115,-37.70733,144.94041,Northern Metropolitan
8828,Hallam,5 Katrina Cl,3,h,662500,S,32.3,3,2,2,649,124,-38.00022,145.2709,South-Eastern Metropolitan
8829,Hampton,46/15 Beach Rd,3,u,1210000,SP,13.8,3,2,2,9838,152,-37.93464,144.99601,Southern Metropolitan
8830,Hampton East,1/23 Charming St,3,h,1140000,S,13.8,3,1,2,1469,204,-37.93433,145.02984,Southern Metropolitan
8831,Hawthorn,7/28 Elm St,1,u,395000,S,5.3,1,1,1,910,105,-37.81333,145.01932,Southern Metropolitan
8832,Hawthorn,1/514 Glenferrie Rd,3,u,1000000,S,5.3,3,1,1,1079,90,-37.82987,145.03421,Southern Metropolitan
8833,Hawthorn,8/3 Kooyongkoot Rd,2,u,450000,S,5.3,2,1,1,2338,105,-37.83032,145.03899,Southern Metropolitan
8834,Hawthorn,63 Liddiard St,4,h,2900000,S,5.3,4,1,3,636,156,-37.81931,145.04107,Southern Metropolitan
8835,Hawthorn,14/59 Riversdale Rd,2,u,450000,PI,5.3,2,1,1,1540,71,-37.82824,145.03137,Southern Metropolitan
8836,Healesville,15A Westmount Rd,3,h,650000,SP,45.2,3,2,4,724,434.4,-37.64685,145.52635,Northern Victoria
8837,Heidelberg Heights,3 Dougharty Rd,3,h,790000,S,8.8,3,2,1,458,106.5,-37.73569,145.05913,Eastern Metropolitan
8838,Heidelberg Heights,55 McEwan Rd,2,h,780000,VB,8.8,2,1,1,588,106.5,-37.73764,145.05323,Eastern Metropolitan
8839,Heidelberg West,1 Bardia St,3,h,726500,S,8.8,3,1,0,593,95,-37.7482,145.04073,Eastern Metropolitan
8840,Heidelberg West,1 Ebony Pde,3,h,710000,S,8.8,3,1,1,577,88,-37.74307,145.0399,Eastern Metropolitan
8841,Highett,2/25 Wilson St,2,u,645000,S,16,2,1,1,105,64,-37.94887,145.02647,Southern Metropolitan
8842,Hillside,3 Sage Cl,5,h,650500,SP,18,5,2,2,615,213,-37.68455,144.73272,Western Metropolitan
8843,Huntingdale,9/220 Huntingdale Rd,3,h,750000,S,12.3,3,2,2,321,87,-37.90415,145.10504,Southern Metropolitan
8844,Jacana,34 Bliburg St,4,h,650000,PI,14,4,1,1,692,181,-37.6876,144.91167,Northern Metropolitan
8845,Jacana,12/1051 Pascoe Vale Rd,2,t,390000,S,14,2,1,1,165,89,-37.68582,144.91638,Northern Metropolitan
8846,Keilor Downs,25 Marriot Rd,3,h,810000,S,15.5,3,2,2,766,176,-37.71424,144.7958,Western Metropolitan
8847,Keilor Downs,3 Medina Rd,3,h,735000,SP,15.5,3,2,2,749,180,-37.72321,144.80882,Western Metropolitan
8848,Keilor East,18 Grandvalley Dr,2,t,520000,VB,11.7,2,2,2,62,62,-37.73893,144.87661,Western Metropolitan
8849,Keilor Lodge,8 Turin Pl,4,h,640000,PI,15.5,4,2,1,729,153,-37.70115,144.80144,Western Metropolitan
8850,Kensington,17/120 Newman St,3,t,967000,S,3.4,3,2,2,0,120,-37.79482,144.92192,Northern Metropolitan
8851,Kensington,10 Rankins Rd,2,h,850000,VB,3.4,2,1,0,133,96.5,-37.78906,144.93173,Northern Metropolitan
8852,Kensington,3/58 Rankins Rd,1,t,500000,VB,3.4,1,1,0,142,96.5,-37.79059,144.93145,Northern Metropolitan
8853,Kensington,9/11 Smith St,2,u,535000,SP,3.4,2,1,1,0,70,-37.79122,144.93175,Northern Metropolitan
8854,Kew,1/177 Brougham St,2,h,758000,S,5.4,2,1,2,901,162.5,-37.79719,145.03177,Southern Metropolitan
8855,Kew East,2/13 Westbrook St,2,u,862000,S,7.3,2,1,1,1011,72,-37.7972,145.05225,Southern Metropolitan
8856,Keysborough,15 Daylily Dr,4,h,965000,S,25.2,4,2,2,576,160,-38.00293,145.16465,South-Eastern Metropolitan
8857,Keysborough,33 Turramurra Dr,4,h,761000,S,25.2,4,1,2,680,170,-37.9865,145.16767,South-Eastern Metropolitan
8858,Kings Park,169 Gillespie Rd,3,h,520000,PI,14,3,1,2,570,147,-37.73341,144.77161,Western Metropolitan
8859,Kings Park,12 Tanglewood St,3,h,530000,SP,14,3,1,1,532,112,-37.731,144.77387,Western Metropolitan
8860,Kingsville,48 Coronation St,3,h,1020000,S,6.4,3,1,0,281,118,-37.80781,144.88083,Western Metropolitan
8861,Kingsville,5/35 Kingsville St,1,u,210000,PI,6.4,1,1,1,0,118,-37.80893,144.87878,Western Metropolitan
8862,Lalor,11 Benaroon Dr,4,h,750000,S,16.3,4,2,4,544,205,-37.66747,144.98802,Northern Metropolitan
8863,Lalor,226 Dalton Rd,3,h,635000,S,16.3,3,1,4,536,120,-37.67125,145.03171,Northern Metropolitan
8864,Lalor,2/70 David St,2,u,410000,S,16.3,2,1,1,143,120,-37.67222,145.0231,Northern Metropolitan
8865,Lalor,15 Dennis St,5,h,675000,SP,16.3,5,2,2,750,120,-37.67227,145.03595,Northern Metropolitan
8866,Lower Plenty,13 Anthony Cl,5,h,880000,S,14.6,5,2,2,725,132,-37.72399,145.12069,Eastern Metropolitan
8867,Maidstone,14/4 Crefden St,1,u,280000,VB,6.4,1,1,1,3826,55,-37.77757,144.87232,Western Metropolitan
8868,Maidstone,3/10 Greenham St,2,t,520000,S,6.4,2,1,1,126,112,-37.78775,144.87446,Western Metropolitan
8869,Maidstone,3/83 Mitchell St,3,t,895000,S,6.4,3,2,2,262,153,-37.78284,144.88098,Western Metropolitan
8870,Malvern East,69 Brunel St,3,h,2110000,S,8.4,3,1,2,627,146,-37.86996,145.05621,Southern Metropolitan
8871,Maribyrnong,6 Clyde St,3,h,1050000,PI,4.3,3,2,1,563,141,-37.769,144.89934,Western Metropolitan
8872,Melton,38 Gretel Gr,4,h,320000,SP,31.7,4,2,1,547,200,-37.69026,144.57866,Western Victoria
8873,Melton,21 Sandra St,3,h,480000,SP,31.7,3,1,2,900,100,-37.68738,144.57415,Western Victoria
8874,Mernda,26 Coppice St,4,h,670000,S,25.9,4,2,2,512,221,-37.58676,145.08889,Northern Metropolitan
8875,Mernda,6 Renaissance Bvd,4,h,520500,S,25.9,4,2,2,482,167,-37.60238,145.08695,Northern Metropolitan
8876,Mill Park,2/2 Comeram Ct,2,u,460000,S,17.9,2,1,1,241,88,-37.67231,145.05878,Northern Metropolitan
8877,Mill Park,18 Henricks Ct,3,h,610000,S,17.9,3,1,1,560,140,-37.66903,145.05091,Northern Metropolitan
8878,Mitcham,29 Fuller St,3,h,950000,S,17.2,3,1,2,608,138,-37.82583,145.20608,Eastern Metropolitan
8879,Mitcham,2/2 Walter St,3,t,970000,VB,17.2,3,2,1,263,146,-37.8179,145.20658,Eastern Metropolitan
8880,Mont Albert,21 Barloa Rd,5,h,2200000,SP,10.2,5,2,4,819,170,-37.81269,145.10236,Eastern Metropolitan
8881,Mont Albert,11 Inglisby Rd,4,h,2320000,S,10.2,4,2,5,728,170,-37.81402,145.10336,Eastern Metropolitan
8882,Montmorency,349 Main Rd,3,h,655000,S,16.2,3,2,3,382,128,-37.72857,145.12728,Eastern Metropolitan
8883,Montmorency,207 Rattray Rd,3,h,960000,PI,16.2,3,1,1,1285,150,-37.716,145.13452,Eastern Metropolitan
8884,Moonee Ponds,6 Addison St,4,h,1810000,S,6.2,4,2,2,431,143,-37.77019,144.92691,Western Metropolitan
8885,Moonee Ponds,59 Robinson St,2,h,1020000,S,6.2,2,1,1,269,143,-37.75782,144.92088,Western Metropolitan
8886,Moonee Ponds,27 The Strand,2,h,1250000,S,6.2,2,1,1,450,143,-37.76121,144.92525,Western Metropolitan
8887,Moorabbin,3 Bruthen St,3,h,1175000,PI,14.3,3,2,6,650,133,-37.9379,145.05456,Southern Metropolitan
8888,Mordialloc,51B Bear St,4,h,800000,PI,21.5,4,3,3,638,188,-38.00406,145.09502,South-Eastern Metropolitan
8889,Mordialloc,108 Chute St,4,h,1225000,S,21.5,4,2,2,893,188,-37.99991,145.09417,South-Eastern Metropolitan
8890,Mount Waverley,12 Holskamp St,3,h,1205000,S,14.2,3,2,2,402,143,-37.87389,145.12783,Eastern Metropolitan
8891,Mount Waverley,3 Huxtable St,4,h,1720000,S,14.2,4,2,3,741,162,-37.86989,145.1434,Eastern Metropolitan
8892,Mount Waverley,26 Malcolm Ct,5,h,1600000,S,14.2,5,3,3,728,162,-37.8778,145.11236,Eastern Metropolitan
8893,Mount Waverley,11 Maureen St,3,h,944000,S,14.2,3,1,1,446,162,-37.86071,145.1278,Eastern Metropolitan
8894,Mount Waverley,2 Merton Cl,3,h,1385000,S,14.2,3,1,2,807,167,-37.86618,145.14757,Eastern Metropolitan
8895,Mount Waverley,24 Sunnyside Rd,3,h,2000000,VB,14.2,3,1,2,1028,181,-37.89757,145.11825,Eastern Metropolitan
8896,Narre Warren,29 Bradley Tce,3,h,650000,SP,34.1,3,1,4,1042,143.5,-38.03147,145.31126,South-Eastern Metropolitan
8897,Narre Warren,29 Hanley St,3,h,655000,SP,34.1,3,2,2,731,143.5,-38.02938,145.31876,South-Eastern Metropolitan
8898,Newport,2A Gordon St,2,h,710000,S,6.2,2,1,2,120,121,-37.84026,144.86667,Western Metropolitan
8899,Newport,34 Thorpe St,3,h,1330000,S,6.2,3,1,3,758,136,-37.84522,144.86516,Western Metropolitan
8900,North Melbourne,8/302 Abbotsford St,2,u,550000,S,1.8,2,1,0,4563,74.5,-37.79939,144.94635,Northern Metropolitan
8901,North Melbourne,187 Errol St,2,h,962000,S,1.8,2,1,0,91,2,-37.80037,144.94981,Northern Metropolitan
8902,North Melbourne,2E Princess St,2,t,936000,S,1.8,2,1,0,0,74.5,-37.80487,144.95705,Northern Metropolitan
8903,Northcote,26 Salisbury Gr,4,h,1900000,PI,5.3,4,2,2,313,117,-37.76501,145.00269,Northern Metropolitan
8904,Northcote,14 Wardrop Gr,3,h,1605000,S,5.3,3,1,0,507,117,-37.77124,145.002,Northern Metropolitan
8905,Northcote,65 Westgarth St,3,h,1415000,S,5.3,3,1,1,366,117,-37.78103,144.998,Northern Metropolitan
8906,Northcote,4/26 Wilmoth St,2,u,390000,S,5.3,2,1,1,0,117,-37.76622,145.01596,Northern Metropolitan
8907,Nunawading,31 Olwen St,4,h,1100000,S,15.4,4,2,3,596,136,-37.80827,145.18099,Eastern Metropolitan
8908,Nunawading,90 Springvale Rd,3,h,926000,S,15.4,3,1,0,738,136,-37.81376,145.17641,Eastern Metropolitan
8909,Oak Park,13 Kiama St,2,t,610000,S,11.2,2,1,1,182,112,-37.712,144.91761,Northern Metropolitan
8910,Oakleigh East,1725 Dandenong Rd,5,h,1525000,S,12.3,5,3,6,774,118.5,-37.90119,145.1068,Southern Metropolitan
8911,Oakleigh East,82 Patrick St,6,h,1900000,PI,12.3,6,4,3,1063,118.5,-37.909,145.12059,Southern Metropolitan
8912,Ormond,2/21 Lillimur Rd,1,u,454000,S,11.4,1,1,1,1006,51,-37.90164,145.04139,Southern Metropolitan
8913,Ormond,6/32 Walsh St,2,u,562000,S,11.4,2,1,1,0,88,-37.90286,145.04772,Southern Metropolitan
8914,Parkdale,13B Elm Gr,3,t,1000000,S,21.5,3,2,2,298,124,-37.99464,145.08099,South-Eastern Metropolitan
8915,Parkdale,44 Melrose St,3,h,820000,S,21.5,3,2,2,445,147.5,-37.99652,145.08523,South-Eastern Metropolitan
8916,Pascoe Vale,123 Cumberland Rd,3,h,870000,PI,8.5,3,1,2,654,116,-37.72796,144.93885,Northern Metropolitan
8917,Pascoe Vale,9 Dorset Rd,3,h,800000,SP,8.5,3,1,2,287,116,-37.72392,144.94951,Northern Metropolitan
8918,Pascoe Vale,5 Fleming Gr,5,h,1501000,S,8.5,5,3,3,681,263,-37.72565,144.94954,Northern Metropolitan
8919,Pascoe Vale,1 Hazel Gr,3,h,1663000,S,8.5,3,1,2,956,116,-37.73103,144.93963,Northern Metropolitan
8920,Pascoe Vale,1 Virginia St,4,h,780000,VB,8.5,4,2,3,555,128,-37.71561,144.94336,Northern Metropolitan
8921,Point Cook,23 Bevan Ct,5,h,660000,S,14.7,5,2,2,571,191,-37.89467,144.72018,Western Metropolitan
8922,Port Melbourne,6/156 Bay St,3,u,1631000,S,3.5,3,2,2,0,105.5,-37.84007,144.94129,Southern Metropolitan
8923,Port Melbourne,67 Ross St,3,h,1665000,S,3.5,3,3,2,121,105.5,-37.83591,144.93648,Southern Metropolitan
8924,Port Melbourne,107 Stokes St,4,h,2450000,VB,3.5,4,3,2,210,210,-37.83933,144.93771,Southern Metropolitan
8925,Prahran,11/8 Grandview Gr,1,u,399000,S,4.6,1,1,0,0,100,-37.85279,145.00811,Southern Metropolitan
8926,Prahran,1/648 High St,2,u,1240000,S,4.6,2,1,1,0,100,-37.85417,145.00929,Southern Metropolitan
8927,Reservoir,111 Boldrewood Pde,3,h,840000,SP,12,3,1,4,614,120,-37.71562,145.02175,Northern Metropolitan
8928,Reservoir,57 Crevelli St,2,h,560000,S,12,2,1,1,198,110,-37.72874,145.02988,Northern Metropolitan
8929,Reservoir,7 Inverness St,4,h,900000,SP,12,4,1,2,836,110,-37.70343,145.03082,Northern Metropolitan
8930,Reservoir,78 McMahon Rd,4,h,902000,S,12,4,2,3,700,110,-37.71073,145.01775,Northern Metropolitan
8931,Reservoir,16 Muriel Ct,3,h,825000,S,12,3,2,5,537,110,-37.70047,145.02881,Northern Metropolitan
8932,Reservoir,3/76 Southernhay St,2,t,668500,S,12,2,2,1,138,110,-37.72487,145.00705,Northern Metropolitan
8933,Richmond,13 Francis St,2,h,1165000,S,2.4,2,1,1,149,95,-37.81954,145.00304,Northern Metropolitan
8934,Richmond,7/129 Hoddle St,2,u,890500,SP,2.4,2,2,2,180,123,-37.81443,144.99079,Northern Metropolitan
8935,Richmond,2 Sutton Gr,2,h,1442000,S,2.4,2,2,1,163,95,-37.82259,144.99077,Northern Metropolitan
8936,Ringwood East,3/1 Mines Rd,2,u,560000,S,21.3,2,1,2,217,115.5,-37.80526,145.24628,Eastern Metropolitan
8937,Rockbank,2013 Western Hwy,2,h,340000,SP,23.8,2,1,0,609,832.5,-37.73289,144.66615,Western Metropolitan
8938,Rowville,11 Jindalee Cl,5,h,870000,S,23.5,5,2,2,733,217,-37.91894,145.24305,South-Eastern Metropolitan
8939,Sandringham,6/76 Bay Rd,2,u,643500,S,15.2,2,1,1,0,67,-37.95236,145.00737,Southern Metropolitan
8940,Seaford,3/7 East Rd,3,u,572000,S,35.4,3,2,2,264,127,-38.10422,145.14159,South-Eastern Metropolitan
8941,Seddon,2A Austin St,2,h,750000,S,5.1,2,1,1,104,113.5,-37.80601,144.89663,Western Metropolitan
8942,Seddon,57 Charles St,2,h,850000,VB,5.1,2,1,1,152,91,-37.80697,144.8928,Western Metropolitan
8943,Skye,29 Edinburgh Dr,4,h,640000,VB,34.7,4,2,2,631,152,-38.10542,145.19951,South-Eastern Metropolitan
8944,South Morang,15 Ferncroft Dr,4,h,600000,PI,20.5,4,2,2,505,222,-37.61957,145.0948,Northern Metropolitan
8945,South Morang,7/7 Old Plenty Rd,3,u,386000,S,20.5,3,1,1,216,174,-37.64491,145.09233,Northern Metropolitan
8946,South Yarra,1109/800 Chapel St,2,u,857000,S,2.7,2,2,2,0,82,-37.83613,144.99661,Southern Metropolitan
8947,South Yarra,51 Moore St,2,h,1160000,S,2.7,2,1,0,140,82,-37.84369,144.98914,Southern Metropolitan
8948,South Yarra,23/350 Toorak Rd,3,u,1235000,S,2.7,3,2,1,0,120,-37.84024,145.00039,Southern Metropolitan
8949,Springvale,24 Garnsworthy St,3,h,752500,S,20.8,3,1,2,623,99,-37.94106,145.16193,South-Eastern Metropolitan
8950,St Albans,12 Altyre Ct,3,h,565000,S,14,3,1,2,614,110,-37.73074,144.78925,Western Metropolitan
8951,St Albans,9 Gray Ct,3,h,610000,PI,14,3,1,2,563,171,-37.7627,144.81107,Western Metropolitan
8952,St Kilda,14/12 Fitzroy St,1,u,350000,VB,5,1,1,1,0,41,-37.8614,144.97407,Southern Metropolitan
8953,St Kilda,6/19 Herbert St,2,u,525000,S,5,2,1,1,0,60,-37.87174,144.98286,Southern Metropolitan
8954,St Kilda,15/2 Redan St,1,u,517500,SP,5,1,1,0,980,74,-37.85954,144.98869,Southern Metropolitan
8955,St Kilda,7/27 Robe St,2,u,365000,VB,5,2,1,1,881,49,-37.86476,144.97826,Southern Metropolitan
8956,St Kilda,403/64 Wellington St,2,u,460000,SP,5,2,1,1,0,75.5,-37.85709,144.9873,Southern Metropolitan
8957,Strathmore,2/30 Bulla Rd,2,h,646000,S,8.2,2,1,1,184,181.5,-37.7404,144.90835,Western Metropolitan
8958,Sunbury,11 Bannermann St,4,h,580000,S,31.7,4,2,2,613,221,-37.59501,144.70069,Western Metropolitan
8959,Sunbury,60 Heysen Dr,3,h,420000,S,31.7,3,1,2,466,101,-37.57282,144.70553,Western Metropolitan
8960,Sunbury,18 Timins St,3,h,650000,S,31.7,3,3,1,852,147,-37.58689,144.72865,Western Metropolitan
8961,Sunshine,2/17 Anderson Rd,3,t,525000,S,10.5,3,2,1,177,116.5,-37.79408,144.82614,Western Metropolitan
8962,Sunshine North,10 Edna St,3,h,780000,SA,10.5,3,1,2,690,130,-37.77176,144.84062,Western Metropolitan
8963,Sunshine West,38 Collenso St,4,h,765000,S,10.5,4,2,2,690,131,-37.7875,144.80984,Western Metropolitan
8964,Surrey Hills,1093 Riversdale Rd,3,h,2100000,VB,10.2,3,1,9,841,124,-37.83729,145.10929,Southern Metropolitan
8965,Surrey Hills,35A Russell St,3,h,1385000,S,10.2,3,2,1,385,209,-37.82886,145.10093,Southern Metropolitan
8966,Tarneit,3 Rosebud St,3,h,451500,S,18.4,3,1,1,346,149.5,-37.84123,144.69649,Western Metropolitan
8967,Tarneit,2 Skylark Ct,3,h,526000,S,18.4,3,2,2,407,146,-37.83867,144.7034,Western Metropolitan
8968,Taylors Hill,3 Highlander Ct,4,h,605500,S,18,4,2,2,724,193,-37.71071,144.74962,Western Metropolitan
8969,Taylors Lakes,16 Shoppers La,3,h,427500,S,15.5,3,2,2,189,250,-37.70308,144.79954,Western Metropolitan
8970,Templestowe Lower,30 John St,5,h,1705000,PI,12.4,5,4,2,968,353,-37.77083,145.11516,Eastern Metropolitan
8971,The Basin,65 Government Rd,3,h,551200,SP,27,3,1,2,1007,102,-37.86387,145.31762,Eastern Metropolitan
8972,Thomastown,2/11 French St,3,u,542000,S,15.3,3,2,2,213,126,-37.67748,145.01791,Northern Metropolitan
8973,Thornbury,329 Gillies St,4,h,2070000,SP,7,4,3,2,530,251,-37.76281,145.01986,Northern Metropolitan
8974,Toorak,113 Grange Rd,6,h,2800000,S,4.1,6,2,2,581,131,-37.83195,145.01215,Southern Metropolitan
8975,Truganina,2/7 Cabarita St,2,t,385000,SP,18.4,2,1,1,206,164.5,-37.84219,144.71155,Western Metropolitan
8976,Tullamarine,4/48 Banksia Gr,3,h,500000,SP,12.9,3,1,1,268,135.5,-37.70367,144.88081,Western Metropolitan
8977,Tullamarine,3 Henderson Rd,4,h,821000,S,12.9,4,1,6,763,135.5,-37.69048,144.87312,Western Metropolitan
8978,Vermont,2/36 Halls Pde,3,t,917000,S,17.2,3,2,2,260,171.5,-37.831,145.19844,Eastern Metropolitan
8979,Viewbank,33 Eamon Dr,4,h,1115000,S,8.9,4,2,2,592,166.5,-37.73789,145.08952,Eastern Metropolitan
8980,Viewbank,34 Toumlin Gr,3,h,905000,SP,8.9,3,2,2,331,166,-37.73298,145.08894,Eastern Metropolitan
8981,Wantirna,7/3 Ashley St,2,h,450000,PI,14.7,2,2,2,74,187,-37.84646,145.22591,Eastern Metropolitan
8982,Wantirna South,53 Somes St,3,h,1015000,SP,14.7,3,2,2,550,202,-37.88695,145.21891,Eastern Metropolitan
8983,Werribee,22 Kramer St,3,h,510000,S,14.7,3,2,2,658,125,-37.88688,144.67244,Western Metropolitan
8984,Werribee,15 Retreat Pl,4,h,645000,S,14.7,4,2,2,702,138,-37.8967,144.65264,Western Metropolitan
8985,Werribee,1 Walwa Pl,3,h,427000,S,14.7,3,1,2,637,138,-37.91165,144.67241,Western Metropolitan
8986,West Footscray,15 Alberta St,3,h,845000,PI,6.4,3,1,2,422,109,-37.79644,144.86388,Western Metropolitan
8987,West Footscray,24 Hope St,2,h,876000,S,6.4,2,1,1,369,113,-37.79205,144.87142,Western Metropolitan
8988,Westmeadows,26 Coghill St,3,h,578000,S,16.5,3,2,1,308,140,-37.67485,144.88995,Northern Metropolitan
8989,Williams Landing,89 Sayers Rd,4,h,510000,S,17.6,4,2,2,443,443,-37.8543,144.74437,Western Metropolitan
8990,Wollert,6 Burley St,2,u,390000,S,25.5,2,1,1,197,166.5,-37.61401,145.03301,Northern Metropolitan
8991,Wollert,20 Vanin St,4,h,525000,S,25.5,4,2,2,415,166.5,-37.6161,145.03937,Northern Metropolitan
8992,Wyndham Vale,5 Dakara Ct,3,h,480000,S,27.2,3,1,2,743,110,-37.89757,144.63041,Western Metropolitan
8993,Yarraville,87 Ballard St,4,h,1000000,SP,6.3,4,2,2,438,120,-37.81789,144.86744,Western Metropolitan
8994,Yarraville,72 Bishop St,3,h,1240000,VB,6.3,3,3,6,668,120,-37.81381,144.87438,Western Metropolitan
8995,Yarraville,67 Hawkhurst St,3,h,1115000,SP,6.3,3,1,2,446,115,-37.82004,144.87174,Western Metropolitan
8996,Aberfeldie,5/257 Buckley St,2,u,507000,S,7.5,2,1,1,0,80,-37.75571,144.90366,Western Metropolitan
8997,Airport West,65 Clydesdale Rd,3,h,845000,S,10.4,3,1,2,589,130,-37.72207,144.87905,Western Metropolitan
8998,Airport West,72 Clydesdale Rd,3,h,1250000,S,10.4,3,1,1,773,130,-37.72265,144.8793,Western Metropolitan
8999,Airport West,8 Kittyhawk St,4,h,1026000,S,10.4,0,3,2,534,130,-37.72623,144.86773,Western Metropolitan
9000,Airport West,2b Roberts Rd,3,u,850000,S,10.4,3,2,1,307,130,-37.72649,144.88489,Western Metropolitan
9001,Albert Park,2 Boyd St,2,h,2905000,S,3,2,1,1,254,124,-37.84583,144.95658,Southern Metropolitan
9002,Albert Park,172 Danks St,2,h,1380000,S,3,2,1,1,164,124,-37.84763,144.95175,Southern Metropolitan
9003,Albert Park,21 Greig St,3,h,2500000,VB,3,3,2,1,165,124,-37.84152,144.95027,Southern Metropolitan
9004,Albert Park,48 Kerferd Rd,3,h,2120000,S,3,3,1,2,225,124,-37.84396,144.95659,Southern Metropolitan
9005,Albert Park,28 Moubray St,2,h,2015000,S,3,2,1,2,178,124,-37.84098,144.95115,Southern Metropolitan
9006,Albion,3 Clairmont St,3,h,787000,S,10.5,3,1,3,716,111,-37.77917,144.81407,Western Metropolitan
9007,Alphington,5 Ross St,4,h,2220000,S,5.7,4,2,3,580,184,-37.77227,145.0284,Northern Metropolitan
9008,Altona,2/18 Hancock St,2,u,540000,SP,11,2,1,1,132,121.5,-37.86444,144.82304,Western Metropolitan
9009,Altona North,150 Millers Rd,3,h,585000,S,9.4,3,1,1,402,130,-37.83012,144.84818,Western Metropolitan
9010,Armadale,4/42 Adelaide St,2,u,700500,S,6.3,2,1,1,0,106,-37.85385,145.0284,Southern Metropolitan
9011,Armadale,20 Cambridge St,3,h,2385000,S,6.3,3,1,0,256,130,-37.85911,145.01783,Southern Metropolitan
9012,Ascot Vale,27 Hurtle St,3,h,1500000,PI,4.3,3,3,1,382,218,-37.77206,144.90397,Western Metropolitan
9013,Ashburton,93A Ashburn Gr,4,t,1655000,S,10.2,4,3,2,510,240,-37.87159,145.0795,Southern Metropolitan
9014,Ashburton,43 Fakenham Rd,4,h,1800000,S,10.2,4,2,2,682,190,-37.8621,145.08588,Southern Metropolitan
9015,Ashburton,65 Fakenham Rd,2,h,1880000,SP,10.2,2,2,2,627,190,-37.86236,145.08787,Southern Metropolitan
9016,Ashburton,20 Ward St,4,h,2405000,S,10.2,4,2,2,604,125,-37.86513,145.07919,Southern Metropolitan
9017,Avondale Heights,12 Brentwood Dr,3,h,1000000,SP,9.5,3,1,1,723,132.5,-37.77222,144.85412,Western Metropolitan
9018,Avondale Heights,13 Wood St,5,h,945000,S,9.5,5,2,1,570,132.5,-37.76848,144.86294,Western Metropolitan
9019,Balaclava,6/18 Orange Gr,1,u,290000,S,6.4,1,1,1,880,84.5,-37.86752,144.99668,Southern Metropolitan
